Sentence,Label
I dont care. Since the attacks from cologne i know how what refugees are: Criminals. And criminals dont belong here. Send them all back!,hasty generalization
I don't believe you.,equivocation
"In modern jobs, homeoffice is already the standard, because the workers are more productive at home. Why shouldnt this be better for kids as well?",nothing
I MEANT TO SAY I WAS FOR THIS ONE.,nothing
American should not go to war.  There are a lot of things at home we need to do like fix roads and teach our children.,equivocation
Neuer is the best goalkeeper of the World Cup by far as he let very few balls slip by.,nothing
How do you know that women wants this kind of freedom?,equivocation
My mama is butcher and she says that meat is important for the body.,appeal to (false) authority
They should,nothing
new special features,nothing
All these cyclists are doping. Do you really think someone could legally perform like these bikers do?,equivocation
Nuclear energy is not a reasonable source of energy.,nothing
Global warming is a hoax created in the Disney studios to undermine the world economy..,nothing
I THINK THAT A GOD RULED SOCIETY IS THE BEST SYSTEM.,hasty generalization
Kids need to go to a proper school and home schooling harms them.,nothing
Your children dont talk to you because you suck.,appeal to (false) authority
Decreasing the price will increase the demand,nothing
They must be blamed.,nothing
Athletes definitely should be drug tested!,nothing
Of course not. Home is the owners place.,nothing
,
The EU would be better adapting so that Greece is able to function well while staying i the country.,nothing
"No, because the liberal media often lies to influence the election process.",equivocation
Social Networking proived useful and detailed information.It can reach all people,equivocation
"Apple has brought out so much bullshit. The iphone is just a usual smartphone, only more expensive. Put the name apple on it and it sells four times better.",equivocation
of course who wants to work for free unless you volunterr.,ad hominem
no,nothing
On what basis? The film wasn't creative. I can easily make a film about Sandy Hook and get all the credit for the story. It was a copy and paste of a story already written in the history books.,nothing
But every country that agreed to be in the EU agreed to an obligation to support other EU countries.,nothing
How can something ever be the best. Think about pizzas: Which pizza do you like best?,equivocation
"Cellphones are great, they improved so much over the last 2 years, it is incredible.",equivocation
Yes. The title of a Dr. is as important as the familyname.,nothing
"If marijuana is provided by the pharmacies or health centers to the individuals with prescriptions for health purposes in a controlled way, that should be allowed.",nothing
I agree!  It would cause alot of problems.,hasty generalization
"Everyone can choose what movies to watch, and we should respect everyone's preferences.",nothing
It is not justified to test athletes for drugs. My soccer coach said: winning is everything.,appeal to (false) authority
The average American would like to see al-Assad gone. Its unreasonable.,appeal to (false) authority
"Yes, and the normal citizen has to work and live by the law while these rich VIPs do what they want. Its so unfair and sad.",appeal to pity
Indian mobile is the beat,nothing
We need to talk to everyone.,hasty generalization
My apple-seller says that nobody is as good as apple.,appeal to (false) authority
I've talked to a lot of children and they say it is harder to learn when they don't feel that they have a voice.,appeal to (false) authority
Making money out of someone's else art product is stealing. Apple should simply avoid that and pay the royalties.,nothing
"My boss says, if we had democracy in our office,  we would be bankrupt by now.",appeal to (false) authority
yes because they have influence,appeal to authority
There is no need for it.,nothing
"No, these awkward little humans will cry behind grids.",appeal to ridicule
"And if those people jump of the bridge? You would jump, right?",ad hominem
"Yes, look at his hair and his figure. He is so pretty and charming",appeal to positive emotion
"Yes, media only cars about what makes them money. Do you show the rape and murders that refugees have caused?",appeal to (false) authority
All people should have a save home.,appeal to pity
sometimes but mostly they do not. There is always a media source covering now.,equivocation
Cows should live in freedom.,equivocation
No he is just another storyteller who lost his life because of stupidity.,ad hominem
Temelin exploded. It is never ok to use it.,hasty generalization
It helps to sacrifice animals.,nothing
"Leonardo di Caprio has been actor in so many bad movies, for example Inception. I watched inception and was totally confused; first by the story and second because of his bad acting.",equivocation
Of course we need it!,nothing
"No, because Apple is designing trend products in California, such as the brand new iPhone with special features unseen before.",equivocation
Greek needs to live up to its obligations and repay its debts.,appeal to (false) authority
Of course they should be allowed to enter the country.,nothing
"Yes, because rich people said so.",appeal to (false) authority
Religion concept itself will disappear in future.,equivocation
MARIJAUNA CAN BE USED BECAUSE IT CAN HELP PEOPLE TO FEEL BETTER WHEN THEY ARE ILL.,appeal to pity
"people used to be sitting and talking, now they just sit silently next to each other not communicating.",nothing
"We do have to. No more blood, no more tears, no more cry.",appeal to fear
Are you a lawyer? You sound like one. But not like a good one.,ad hominem
Of course they will.,nothing
"They are so poor and helpless, their situation is so saddening so we should give them a place.",appeal to pity
"The price of milk should not be increased.  It is an important healthy drink.  if we increase it, things like pop might become the more affordable go to choice.",nothing
"I know a lot of people who say,  that global warming is a lie.",appeal to (false) authority
Freedom is the most important thing we achieved in the last 50 years. Dont attack me because i am liberal. Germany needs more liberals.,equivocation
"Yes, because everyone loves them and people don't want to send their people away to jail. Jails are already overcrowded.",equivocation
Testing on animals could save the life of you or a family member. Do you really think the life of your child is less important than a mouse?,False Dilemma
"After reminding the baby-carrier woman of the consequences and the possible health-related problems, the decision should be left to first her and second to the partner because woman is the labourer of the process and both parties are the initial responsibles.",nothing
No. Do you really want our children to waste away in prison because they tried smoking weed at a party once? Just imagine your childs life being ruined by such a small mistake.,appeal to fear
"Both produced excellent operating systems. Therefore i would say, yes",nothing
We need to prevent another school tragedy so one way to do that would be to have 911 at hand at all times.,nothing
"One of the major elements of the EU is the common market, where all member states can freely export and import gods from each other - that is why we need every state in the EU.",appeal to fear
"You are too soft. Children need rules, like: NO COMPUTERS IN CLASSROOM.",ad hominem
You can have a several hundred friends on Facebook. In real word it is impossible.,nothing
"Sorry, but maybe your son is too young for his movies? My daughter would also cry if she saw Reservoir Dogs, but this does not mean, that the movie is too violent. It does just mean, that she is too young for the movie.",nothing
"At first  Greece, then Great Britain may follow, but Europe need Great Britian and its finacial power.",equivocation
"No. No one deserve that title. Since players play such different positions, you can't really compare goalies and offensive players and defensive players. Perhaps you could argue that someone was the best player in a position, but Ronaldo and others can't be named best in the world.",nothing
. It promotes a sense of involvement.,appeal to positive emotion
"Yes, we need a task force. And we need leaders who will insist on it. We need stronger leaders who will stand up for what they believe in instead of following the money.",equivocation
We shouldn't,nothing
i write a useless argument,nothing
Because there must not be sex difference in the schools,ad hominem
Animal testing leads to medicaments with fewer harmful side effects.,nothing
My mother told me that it is not a concern so it is OK to drive under the influence.,appeal to (false) authority
Because all immigrants must be equal,nothing
More important is that they should stop banning having sex before marriage. We're not in middle ages anymore... (Not sure about the Pope:),equivocation
"Yes, my friend says in order for the environment to get better, we need a task force.",appeal to (false) authority
I feel that is a little too much information and isn't needed.,nothing
Musicians work hard to produce music.,appeal to pity
He's simply the best of all the soccer players out there. No one else can even compare.,hasty generalization
Did you even understood what you're talking about?,ad hominem
We should allow animal testing!,nothing
yes i will good for them if they do like that,hasty generalization
"Media does not ignore crimes from refugees deliberately - if they do so, it is because the crime in question was not worthy the coverage, regardless the question of nation or refugee status.",appeal to authority
"There are so many endangered species, it is a shame. Most of them will not exist anymore in 100 years!",equivocation
He is the best.,nothing
Dont be this soft. Real men are able to watch his movies without crying.,ad hominem
"Yes, usually it is the human who destroys and kills. They killed in WW2, now they do it to animals.",hasty generalization
Animal testing is a good alternative to human testing.,nothing
"Yes, i never had this feeling when i listened to rap. His voice touched my heart.",appeal to positive emotion
yes anything to help people live loinger,ad hominem
a a,nothing
"It’s obvious that virtually all streaming company insiders see this model as a short-term, unsustainable play. They’re all in it for a quick buck and are just fine with pushing the self-destruct button. Those that are unable to make a liquidity event happen are doomed. You will see the remaining companies rapidly die off. As George Carlin once famously said, “The game is rigged and nobody seems to notice.”",equivocation
The musicians are so rich so they won't be hobos if they make their music accessible to all for free.,appeal to ridicule
They should not.,nothing
People who don't think tv is good for kids are luddites,ad hominem
"They should definitely accept it, everyone has the right to be loved by a legal husband/wife.",appeal to pity
"Do you want a bee to have special rights?  Right,  no.  Animals dont deserve special rigjts.",hasty generalization
Microsoft just recently revealed some great new innovative products.,nothing
A global environment task force is a major tequirement.,nothing
Germany uses nuclear power only for a good purpose.  Therefore it is ok.,hasty generalization
Just think about all those poor programmers that have to learn this new language. They already know plenty of languages and will only get more confused and frustrated.,appeal to pity
Global warming is no issue.,nothing
No we should not.,nothing
"Yes, because someone will probably have an emergency and need to know they are a doctor.",hasty generalization
"Yes, my son is watching TV all day, we talk much less than ever before.",hasty generalization
Contrary to the above statement celebrities have it harder than ordinary people.,nothing
It is not fair to judge students by grades.,nothing
Every country should aim growing but ultimately environmental sustainability and equalitarian distribution of wealth should be first.,nothing
Smoking is necessary if you are addicted to it.,equivocation
I doubt you know much about working so you don't have a right to say whether they should or should not be.,ad hominem
States can't agree on actions against climate change,nothing
We need to censor the media to protect children. A child often sees bad things in the news and this hurts them!,appeal to fear
"Single sex education has been very good for girls, especially.",nothing
Of course they should.,nothing
"What happens with Germany should stay in Germany. Where shall they send them, maybe to hel",nothing
"With the goal in mind to improve everyone's situation, growth is good for a country.",nothing
"Smoking at home should be illegal, since it is illegal for minors to consume alcohol at home, and smoking is bad also.",hasty generalization
nope and nope. get your music right.,ad hominem
Do not be so stupid. You would even give every lettuce leaf special rights.,ad hominem
"Facebook cost me just time, a lot of time! It is bad for all others as well and bad for society.",hasty generalization
All these religions... What if we had none of them: we had much less wars in Middle East.,equivocation
Sure providing daycare services would help students stay in school but schools provide poor educations anyway.,equivocation
do the best for best one who really need it..............just go,appeal to pity
"Yes, earlier we went into nature, watched little birds play with each other. Afterwards we came home and told our parents about it. Nowadays there is only Facebook, no more birds, no more nature. So sad!",appeal to pity
"Medicine has proven, that marijuana is good to mitigate some bad effects of cancer-related side-effects. Make it easier for those patients and legalize it.",nothing
I have a friend who listens to Heavy Metal. He lives now on the street...,appeal to (false) authority
"Im sure you are a christ, that is the reason why you are so prejudiced.",ad hominem
Animal testing helps saving lifes.,nothing
Farmers deserve to be paid enough,nothing
"Yes, my mother said women should have the right to choose if they want a child.",appeal to (false) authority
Do you want to have a Hitler again? No? Then this Topic is not arguable.,appeal to fear
"Please think of the children, who have to wear the same colours every day.",appeal to pity
Home schooling has many benefits and therefore should be the first choice for the parents.,nothing
Very pity and I am very much worried,appeal to (false) authority
"No more war. Better make peace, love and be happy.",appeal to positive emotion
"Yes, they should. These drug-users are all dumb, look at their results in school.",equivocation
A friend of mine is gay. And he wants to marry in church. He says he should be allowed to.,appeal to (false) authority
A better way to tell if it is effective is to see how your brother does once he's out of school or you can just look at the people that have graduated high school and have not benefited from that grading system.,equivocation
no never ...only allowed to separate  computer room for schools,appeal to (false) authority
Definitely not!,nothing
"I don't think daycare services should be provided by high schools themselves, rather existing facilities (kindergarten) should be used. The main point of high schools is to educate people, not to care about babies.",nothing
"Books are good for children, why not tv?",nothing
"Yes, look at their lazy population. Most of them are unemployed and from the age of 54 on, they are pensioners, whereas the hardworking german has to work until he is 65 and pay for their rent.",appeal to ridicule
Children are not active when sitting in front of a tv,nothing
"Yes, there is a fight",ad hominem
est für ContraArgu,ad hominem
Apple has already been succeed when compared to Microsoft and it is helping a lot of people,ad hominem
"Obviously, you only ask that question because you are thinking of cliches against handicapped people.",ad hominem
Cows are very loved.  They get massages to produce more milk!,nothing
"No, economic growth in and out of itself has no value.",nothing
"Although it is a barbarian act, we need animal testing",nothing
"People with some diseases, for whose no treatment exists, can get some pain relief, at least. These people are also no criminals.",nothing
"Nowadays, nuclear power is the most effective and safest energy source we have.",nothing
What kind of dumb question is that? Stupid answers get stupid responses.,ad hominem
"Accepting immigrants in Europe must be taken seriously and deserves coordination and investments, as we cannot directly influence the sources of immigration - ending the war in Libya or changing the regime in Eritrea.",nothing
So far there is a limit of 0.5 per-mille. With this amount of alcohol you are able to drive safely. Therefore the answer is no.,nothing
Animal testing for medical purposes should be allowed.,nothing
"Sure, let's make America great again! Go ask ordinary people in Afghanistan. Go check with bombed out schools in Iraq after ""freeing"" the country. Talk to refugees who had to leave their homes. Maybe you'll figure out then.",appeal to worse problem
"No. Greece is one of the countries, that, in its history, has contributed to an european union the most. Throwing this country out of it, would therefore destroy confidence in this community, the most.",nothing
Interestingly the boys I know from single sex schools seem more against it than the girls and they do feel they were socially hampered a bit.,nothing
"It has, earlier the people talked more with each other.",nothing
It's a time killer,nothing
