Sentence,Label
That's what the economists tell us.,appeal to (false) authority
"America is a fair society, and it is not right that Vice President Bush pays less in taxes than the janitor who helps him.",ad hominem
"I believe America's best days are ahead of us. I'm an optimist, but we have to make the right choices, to be fiscally responsible and to create the new jobs of the future.",appeal to emotion
We're on the move.,appeal to emotion
that fateful day,appeal to emotion
The 9/11 Commission put out a report that said America is safer but not yet safe.,appeal to emotion
It's the great nexus.,appeal to emotion
The great threat to our country is that these haters end up with weapons of mass destruction.,appeal to emotion
"Tomorrow, Afghanistan will be voting for a president. In Iraq, we'll be having free elections, and a free society will make this world more peaceful.",slippery slope
"There were eleven dictators in South America and in Central America when we came in, in 1953. Today there are only three left including the one in Cuba.",false causality
brutal,appeal to emotion
We believe that that's too much additional money to take out of the pockets of the people.,appeal to emotion
"And one journal, the San Francisco Chronicle, a respected newspaper, said there was no question about the fact that Governor Reagan had prevented the State of California from going bankrupt.",appeal to (false) authority
You must always remember that a president can't stop anything unless he has the people behind him.,appeal to (false) authority
"And the reason President Eisenhower's vetoes have been sustained - the reason the Congress does not send up bills to him which they think will be vetoed - is because the people and the Congress, the majority of them, know the country is behind the President.",appeal to (false) authority
"It's like if you looked at the -- it's the equivalent of the buggy and horse days, compared to other industries here in America.",appeal to emotion
Medicare belongs to you.,appeal to emotion
We got to have health care for all Americans.,appeal to emotion
"Once again, the president is misleading America.",appeal to emotion
So the president's wrong.,appeal to emotion
"People tell me that when the health-care field is fully integrated with information technology, it'll wring some 20 percent of the cost out of the system.",appeal to (false) authority
It was lies,appeal to emotion
I believe it was her campaign that did it .,ad hominem
Donald thinks belittling women makes him bigger .,ad hominem
"And every day that goes by, we see the results of the regime by Assad in partnership with the Iranians on the ground, the Russians in the air, bombarding places, in particular Aleppo, where there are hundreds of thousands of people, probably about 250,000 still left.",appeal to emotion
We are old. We’re tired. We’re exhausted in terms of nuclear.,appeal to emotion
It was a disaster.,appeal to emotion
"I think Aleppo is a disaster, humanitarian-wise.",appeal to emotion
the stupidity of our foreign policy,appeal to emotion
"Why can’t they do it quietly? Why can’t they do the attack, make it a sneak attack, and after the attack is made, inform the American public that we’ve knocked out the leaders, we’ve had a tremendous success?",appeal to emotion
How stupid is our country?,appeal to emotion
"General George Patton, General Douglas MacArthur are spinning in their grave at the stupidity of what we’re doing in the Middle East.",appeal to emotion
a very serious mistake,appeal to emotion
"And we have—look, I have 200 generals and admirals who endorsed me. I have 21 Congressional Medal of Honor recipients who endorsed me. We talk about it all the time.",appeal to (false) authority
"In the last several years, the so-called Freedom To Farm Law has, in my view, been mostly a failure.",appeal to emotion
"And you guys have been having a hard time, and I want to fight for you.",appeal to emotion
"I'm for getting rid of the death tax, completely getting rid of the death tax.",appeal to emotion
This is a bad tax.,appeal to emotion
"And the vast majority of all family businesses would be completely exempt, and all of the others would have sharply reduced.",appeal to emotion
Medi-scare,appeal to emotion
squabbling and finger pointing,appeal to emotion
It's a scaring -- he's trying to scare people in the voting booth.,ad hominem
"Because in this critical year - period of the sixties we've got to move forward, all Americans must move forward together, and we have to get the greatest cooperation possible between labor and management.",appeal to emotion
This is a difficult and sensitive matter.,appeal to emotion
"I think the moment that you give to the union, on the one side, and to management, on the other side, the escape hatch of eventually going to government to get it settled, that most of these great strikes will end up being settled by government, and that will be a - be in the end, in my opinion, wage control; it would mean price control - all the things that we do not want.",slippery slope
the same kind of woolly thinking,appeal to emotion
"Now, Mr. Herter in 1958, when he was Under Secretary of State, said they were strategically undefensible.",appeal to (false) authority
"Admirals Spruance and Callins in 1955 said that we should not attempt to defend these islands, in their conference in the Far East.",appeal to (false) authority
General Ridgway has said the same thing.,appeal to (false) authority
One out of almost two children in Cleveland are now living in poverty.,appeal to emotion
"In the time that they have been in office, in the last four years, 1.6 million private sector jobs have been lost, 2.7 million manufacturing jobs have been lost. And it's had real consequences in places like Cleveland.",false causality
"During the time that the vice president and the president have been in office, 4 million more Americans have fallen into poverty.",false causality
People are fed up. They've had enough with the bickering and the partisanship that seems to characterize the debate that goes on in the nation's capital.,appeal to emotion
so tremendously impressed,appeal to emotion
the finger of blame looking for scapegoats,appeal to emotion
The fact is the Medicare problems have not been addressed. We have had eight years of problems with prescription drugs not being addressed. Social Security problem  's not been addressed. The educational problem has not been addressed. We  've had eight years of talk but no action.,appeal to emotion
"If you look back over the last eight years, the most significant accomplishments of this administration in which Al Gore was centrally involved were the result, most of them, of bipartisan agreements.",appeal to (false) authority
"After all, the Welfare Reform Act, which Al Gore promised to lead the effort on to get people off of welfare to set time limits, to get people to enjoy the dignity of work. That was a bipartisan act that was adopted. The Anti-Crime Act that has helped to lower crime more than 20% in our country was also bipartisan. The Balanced Budget Act of 1997 which was critical to getting our economy to the point and our government to the point of unprecedented surplus we enjoy today also was bipartisan, and Al Gore was involved.",false causality
"He cut if off, sort of arbitrarily.",appeal to emotion
Osama bin Laden uses the invasion of Iraq in order to go out to people and say that America has declared war on Islam.,appeal to emotion
The American people decide.,appeal to emotion
The only thing consistent about my opponent's position is that he's been inconsistent.,appeal to emotion
"You know, I think about Missy Johnson. She's a fantastic lady I met in Charlotte, North Carolina. She and her son Bryan, they came to see me. Her husband PJ got killed. He'd been in Afghanistan, went to Iraq.  You know, it's hard work to try to love her as best as I can, knowing full well that the decision I made caused her loved one to be in harm's way.  I told her after we prayed and teared up and laughed some that I thought her husband's sacrifice was noble and worthy.",appeal to emotion
That's the most noble thing that anybody can do.,appeal to emotion
"He's a brave, brave man.",appeal to emotion
"I disagree, strongly disagree with that.",appeal to emotion
"Now, Prime Minister Allawi came here, and he said the terrorists are pouring over the border. That's Allawi's assessment.",appeal to emotion
"The national intelligence assessment that was given to the president in July said, best-case scenario, more of the same of what we see today; worst-case scenario, civil war.",appeal to emotion
"So we use diplomacy every chance we get, believe me.",appeal to emotion
"And secondly, to think that another round of resolutions would have caused Saddam Hussein to disarm, disclose, is ludicrous, in my judgment.",appeal to emotion
"I believe that Ronald Reagan, John Kennedy, and the others did that more effectively, and I'm going to try to follow in their footsteps.",appeal to (false) authority
They're fighting us because they're fighting freedom.,false causality
I think what is misleading is to say you can lead and succeed in Iraq if you keep changing your positions on this war. And he has.,ad hominem
"As the politics change, his positions change.",ad hominem
"And if he had been in power, in other words, if we would have said, ""Let the inspectors work, or let's, you know, hope to talk him out. Maybe an 18th resolution would work,"" he would have been stronger and tougher, and the world would have been a lot worse off. There's just no doubt in my mind we would rue the day, had Saddam Hussein been in power.",slippery slope
"This is not just a women's issue, this is a family issue, this is a middle-class issue, and that's why we've got to fight for it.",appeal to emotion
"Katherine, I just want to point out that when Governor Romney's campaign was asked about the Lilly Ledbetter bill, whether he supported it? He said, ""I'll get back to you."" And that's not the kind of advocacy that women need in any economy.",appeal to (false) authority
a total misunderstanding,appeal to emotion
I would rather see us reduce the consumption of imported oil than have to send American boys to fight in the Persian Gulf.,appeal to emotion
a heroic and brave and very outstanding leader of the military,appeal to emotion
"Senator Mondale made a very derogatory, very personal comment about General Brown uh - after the news story that uh - broke about General Brown.",ad hominem
I'll take the pledge because I know the American people want to talk about issues and not tabloid journalism.,appeal to emotion
"I've got 5.5 million hard-working people who put me on the ballot, and I belong to them.",appeal to emotion
That's the argument between Mr. Nixon and myself and on that issue the American people have to make their judgment and I think it's a important judgment.,appeal to (false) authority
"And when we compare the economic progress of this country in the Truman Administration with that of the Eisenhower Administration, we find that in every index there has been a tr- great deal more performance and more progress in this Administration than in that one.",false causality
"And I believe this Administration has not met its responsibilities in the last eight years, that our power relative to that of the Communists is declining, that we're facing a very hazardous time in the sixties, and unless the United States begin to move here - unless we start to go ahead - I don't believe that we're going to meet our responsibility to our own people or to the cause of freedom.",slippery slope
"Our health-care system is the envy of the world because we believe in making sure that the decisions are made by doctors and patients, not by officials in the nation's capital.",appeal to emotion
"Well, two leading national news networks have both said the president's characterization of my health-care plan is incorrect. One called it fiction. The other called it untrue.",appeal to (false) authority
And just look at other countries that have tried to have federally controlled health care. They have poor-quality health care.,false causality
"Americans are hurting right now, and they're angry. They're hurting, and they're angry.",appeal to emotion
"They're innocent victims of greed and excess on Wall Street and as well as Washington, D.C. And they're angry, and they have every reason to be angry.",appeal to emotion
the worst financial crisis,appeal to emotion
"We need to cut the business tax rate in America. We need to encourage business.  Now, of all times in America, we need to cut people's taxes. We need to encourage business, create jobs, not spread the wealth around.",appeal to emotion
The catalyst for this housing crisis was the Fannie and Freddie Mae that caused subprime lending situation that now caused the housing market in America to collapse.,false causality
Governor Carter apparently doesn't know the facts.,ad hominem
And when we're weak at home - weaker than all our allies - that weakness weakens the whole free world.,slippery slope
"Now, that's a certain passion that in my view it's misguided passion.",appeal to emotion
"I don't think there's any question about that, and I resent it. I resent it.",appeal to emotion
And I think I'm more in touch with the mainstream of America. They raised the same thing with me on the Pledge of Allegiance.,appeal to (false) authority
"You see, I'd have found a way to sign that bill. Governor Thompson of Illinois did.",appeal to (false) authority
We need to battle them overseas so we don't have to battle them here at home.,appeal to emotion
He is responsible for most of the major car bombings that have killed or maimed thousands of people.,appeal to emotion
He's the one you will see on the evening news beheading hostages.,appeal to emotion
"The problem we have is that, if you look at his record, he doesn't display the qualities of somebody who has conviction.",ad hominem
"This is relevant, because he was pushing for lifting sanctions when he was CEO of Halliburton.",ad hominem
"While he was CEO of Halliburton, they paid millions of dollars in fines for providing false information on their company, just like Enron and Ken Lay.",ad hominem
"Civility, responsibility, racial reconciliation, healing the wounds of our country has to be one of the greatest, most singularly important goals for this country here on the edge of the 21st Century.",appeal to emotion
The biggest threat we faced today is the possibility of terrorists smuggling a nuclear weapon or a biological agent into one of our own cities and threatening the lives of hundreds of thousands of Americans.,appeal to emotion
this is the man who masterminded the greatest mass murder and terrorist attack in American history.,appeal to emotion
"And the point is that that's the place where you're most likely to see the terrorists come together with weapons of mass destruction, the deadly technologies that Saddam Hussein had developed and used over the years.",appeal to emotion
the deadly technologies,appeal to emotion
chaotic,appeal to emotion
deteriorating,appeal to emotion
this rosy scenario,appeal to emotion
They're more dangerous today than they were four years ago.,appeal to emotion
"This vice president has been an advocate for over a decade for lifting sanctions against Iran, the largest state sponsor of terrorism on the planet.",appeal to emotion
dead wrong,appeal to emotion
a complete distortion,appeal to emotion
"Specifically, look at George Tenet, the CIA director's testimony before the Committee on Foreign Relations two years ago when he talked about a 10-year relationship.",appeal to (false) authority
"There are Republican leaders, like John McCain, like Richard Lugar, like Chuck Hagel, who have said Iraq is a mess and it's getting worse.",appeal to (false) authority
"They saw a man who was strong, who had conviction, who is resolute, who made it very clear that he will do everything that has to be done to find terrorists, to keep the American people safe.",appeal to (false) authority
"Your rhetoric, Senator, would be a lot more credible if there was a record to back it up. There isn't.",ad hominem
"We heard Senator Kerry say the other night that there ought to be some kind of global test before U.S. troops are deployed preemptively to protect the United States. That's part of a track record that goes back to the 1970s when he ran for Congress the first time and said troops should not be deployed without U.N. approval. Then, in the mid-'80s, he ran on the basis of cutting most of our major defense programs. In 1991, he voted against Desert Storm.  It's a consistent pattern over time of always being on the wrong side of defense issues.",slippery slope
"And that's why 10 people who have had that awesome responsibility have come out and, in an unprecedented way, said they would not trust Donald Trump with the nuclear codes or to have his finger on the nuclear button .",appeal to (false) authority
"and admirals, 21 endorsing me, 21 congressional Medal of Honor recipients .",appeal to (false) authority
a liar,ad hominem
President Bush has taken -- he's the only president in history to do this. He's also the only president in 72 years to lose jobs -- 1. 6 million jobs lost. He's the only president to have incomes of families go down for the last three years; the only president to see exports go down; the only president to see the lowest level of business investment in our country as it is today.,appeal to emotion
This president has never once vetoed one bill; the first president in a hundred years not to do that.,appeal to emotion
What I will do as president is make sure it's more attractive to come to America again.,appeal to emotion
"I want to make America the most attractive place in the world for entrepreneurs, for small business, for big business, to invest and grow in America.",appeal to emotion
"First of all, remember that in this campaign season, since Senator Dole's been a candidate, he has bragged about the fact that he voted against Medicare in the beginning, in 1965, one of only 12 members.",appeal to emotion
But it was simply wrong to finance their last scheme to cut Medicare $270 billion to run the risk of it withering on the vine.,appeal to emotion
tearing me apart,appeal to emotion
"In fact, I used to go home, my mother would tell me, Bob, all I've got is my Social Security and my Medicare, don't cut it. I wouldn't violate anything my mother said. In fact, we had a conversation about our mothers one day, a very poignant conversation in the White House. I'm concerned about healthcare.",appeal to (false) authority
"It's his trustees, the President's trustees, not mine, who says it's going to go broke.",appeal to (false) authority
"But it won't be possible to do, if his tax scheme passes because even his own campaign co-chair, Senator D'Amato, says he'll have to cut Medicare even more than was cut in the bill that I vetoed.",false causality
"Stop scaring the seniors, Mr. President. You've already spent $45 million scaring seniors and tearing me apart. I think it's time to have a truce.",ad hominem
"In the Truman Administration, six hundred million people went behind the Iron Curtain including the satellite countries of Eastern Europe and Communist China.",false causality
In this Administration we've stopped them at Quemoy and Matsu; we've stopped them in Indochina; we've stopped them in Lebanon; we've stopped them in other parts of the world.,false causality
"Now, there are people who go to bed hungry in the United States - far less, incidentally, than used to go to bed hungry when we came into power at the end of the Truman Administration.",false causality
Those of us who served in Vietnam looked at you as a national hero even before you were awarded the Congressional Medal of Honor.,appeal to emotion
"When the recession came they were like a deer caught in the headlights -- paralyzed into inaction, blinded to the suffering and pain of bankruptcies and people who were unemployed.",appeal to emotion
America is the mockery of the world.,appeal to emotion
I am here because I have in my brain and in my heart what it takes to lead America through tough times.,appeal to emotion
Bill Clinton does not have the strength nor the character to be president of the US.,ad hominem
"Thirdly, in Bosnia it's a virtual miracle that there has been no return to war and at least there has now been an election.",appeal to emotion
"We provide the leadership and we're going to have to continue to provide the leadership, but let's do it on our terms when our interests are involved and not when somebody blows the whistle at the United Nations.",appeal to emotion
"Our military is the strongest military in the world. It is the strongest, best prepared, best equipped it has ever been.",appeal to emotion
"I believe the United States is at peace tonight in part because of the disciplined, careful, effective deployment of our military resources.",appeal to emotion
"In 1992, before I became President, the Congress passed the Cuba Democracy Act and I enforced it vigorously.",appeal to emotion
Most people want to see their own doctor. They're going to see their own doctor when Bob Dole is president. We won't threaten anybody.,appeal to emotion
"this massive, massive takeover by the Federal government",appeal to emotion
withering on the vine,appeal to emotion
"Prime Minister Rabin gave his life because someone in his own country literally hated him for trying to bring peace. I would like to have had a big, organized summit, but those people were killing each other, rapidly, innocent Arab children, innocent Israeli people, they were dying.",appeal to emotion
His running mate Jack Kemp once said that Bob Dole never met a tax he didn't hike.,appeal to (false) authority
"And everybody knows, including the Wall Street Journal, hardly a friend of the Democratic party of this administration, that the '82 tax increase he sponsored in inflation-adjusted dollars was the biggest tax increase in American history.",appeal to (false) authority
"Well, the president's own CIA director says Saddam is stronger now than he was.",appeal to (false) authority
"But, let's start with Somalia, where they dragged Americans through the streets, and where 18 Americans were killed one day, because they didn't have, they were pinned down for eight hours, the rangers.",false causality
"So Congress passes the law, the President signs it, like he does a lot of things. But he, like welfare reform, I'm going to sign it but I'm going to try to change it next year.",ad hominem
"Senator Dole remembers well that we actually offered not to even put in a healthcare bill in 1994, uh '93, but instead to work with the Senate Republicans and write a joint bill. And they said no because they got a memo from one of their political advisers saying that instead they should characterize whatever we did as big government and make sure nothing was done to aid healthcare before the '94 elections so they could make that claim.",ad hominem
Why I disagree with the MX is that it's a sitting duck.,appeal to emotion
this arms madness,appeal to emotion
"And you know, according to my mother and my wife and my daughter, this world would be a lot better place if women were running it most of the time.",appeal to (false) authority
"For those of you who he wants to scare into the voting booth to vote for him, hear me loud and clear.",ad hominem
great suspicion,appeal to emotion
"Now when I heard George Bush say at the convention in Houston, that when he heard the phrase ""we won the Cold War,"" it made him wonder who the ""we"" was. Well, I want to tell you, President Bush, the ""we"" is the people of the US of America.",appeal to emotion
"the military portions of our plan, even though he was the chairman of the Joint Chiefs under George Bush, and John White has endorsed the economic aspects of our plan, even though I believe he was the architect of Ross Perot's economic plan.",appeal to (false) authority
We won the Cold War because we invested in national security. We won the Cold War because we invested in our military. We didn't win the Cold -- we won the Cold War because we invested in national security. We won the Cold War because America had the political will and made the right decisions.,false causality
We won the Cold War because we invested and we went forward.,false causality
Bill Clinton has trouble telling the truth.,ad hominem
"And he will have a very difficult time dealing with somebody like President Yeltsin or Chancellor Kohl or Prime Minister Major or President Mitterrand, because truth and integrity are prerequisites to being president of the US.",ad hominem
"I demanded an apology from Vice President Bush because I had, instead, honored these young men, grieved for their families, and think they were wonderful Americans that honored us all.",appeal to emotion
the most deadly issue of our times,appeal to emotion
"I want to quote somebody a little closer to home, Harry Truman. He said, ""The buck stops here.''",appeal to (false) authority
"And a recent book that just came out by perhaps the Nation's most respected author in this field, Strobe Talbott, called ""Deadly Gambits,'' concludes that this President has failed to master the essential details needed to command and lead us, both in terms of security and terms of arms control.",appeal to (false) authority
"There are two distinguished authors on arms control in this country -- there are many others, but two that I want to cite tonight. One is Strobe Talbott in his classic book, ""Deadly Gambits.'' The other is John Neuhaus, who's one of the most distinguished arms control specialists in our country. Both said that this administration turned down the ""walk in the woods'' agreement first, and that would have been a perfect agreement from the standpoint of the United States in Europe and our security.",appeal to (false) authority
"I am not going to exploit, for political purposes, my opponent's youth and inexperience.",ad hominem
"Well, I must have been living through a different eight years then the ones the vice president's been living through, because this administration has cut and slashed and cut and slashed programs for children, for nutrition, for the kinds of things that can help these youngsters to live better lives.",appeal to emotion
"It's taken months and months and months to get Mr. Bush and the administration to support that legislation, and they're still resisting.",appeal to emotion
"These programs have been cut and slashed and butchered, and they've hurt kids all over this country.",appeal to emotion
Think about that father down there in Houston who has to tell his youngster that he can't play little league ball that he can't go out on the ball field because he's afraid he's going to get hurt.,appeal to emotion
"Were ready to go to work at the state and local level, all of us. I know the private sector is. People are all over the country.",appeal to emotion
"I think that part of it is the crime infested neighborhoods, and that's why I'm a strong believer in trying to control crimes in the neighborhood, why I was so pleased to be endorsed by the policemen on the beat, the Boston Police Department the other day.",appeal to (false) authority
This is the problem I have with the big spending liberals.,ad hominem
"82,000 Arizonians lost their health insurance under President Bush's watch.",appeal to emotion
This president has turned his back on the wellness of America.,appeal to emotion
"We're the richest country on the face of the planet, the only industrialized nation in the world not to do it.",appeal to emotion
"If every family in America signed up, like the senator suggested, if would cost us $5 trillion over 10 years.  It's an empty promise. It's called bait and switch.",appeal to emotion
"In fact, it's starting to fall apart not because of lawsuits -- though they are a problem, and John Edwards and I are committed to fixing them -- but because of the larger issue that we don't cover Americans.",false causality
"But in the final analysis-in the final analysis, the person goes into that voting booth, they're going to say, â‰¥Who has the values I believe in? Who has the experience that we trust? Who has the integrity and stability to get the job done?â‰¤ My fellow Americans, I am that man and I ask for your support.",appeal to emotion
"They made sure their sons understood that this was the greatest country in the world, that those of us especially who were the sons and daughters of immigrants had a special responsibility to give something to the country that had opened up its arms to our parents and given so much to them.I believe in the American dream.",appeal to emotion
"Unless the president speaks, then of course uh - the country doesn't speak, and Franklin Roosevelt said: ""The pre - uh - the presidency of the United States is above all a place of moral leadership.""",appeal to (false) authority
"And in the special session in which Senator Kennedy was calling the signals, along with Senator Johnson, they turned it down and he himself voted against giving us the powers despite the fact that the bill had already been considered before, that it already had hearings on, and the Congress already knew what it had before it.",ad hominem
That's dangerous and it's provocative.,appeal to emotion
"I believe, and Bob Dole believes, is causing not only problems for this country throughout the world, but particularly here at home.",appeal to emotion
"Well, first of all, there are virtually no large differences in the defense budgets put forward by President Clinton and put forward by the majority in the Congress in the last two years.",appeal to (false) authority
"This risky $550-billion tax scheme that I talked about earlier is said by the Concord Coalition, including Republicans like Pete Peterson and Warren Rudman, to pose a threat to our nation's ability to have a sensible defense budget in the future.",appeal to (false) authority
our nation's drug czar,appeal to emotion
We have dramatically increased control and enforcement at the border.,appeal to emotion
"But let me remind you, my family has suffered from drug abuse. I know what it's like to see somebody you love nearly lose their lives, and I hate drugs, Senator. We need to do this together and we can.",appeal to emotion
You resisted the appointment of a drug czar there because you thought it might interfere with treatment.,false causality
"Then when we had the assault weapons ban in the Senate, Senator Dole fought it bitterly and opposed the entire crime bill and almost brought the entire crime bill down because the National Rifle Association didn't want the assault weapons ban, just like they didn't want the Brady Bill.",false causality
"Again, well it's, you are very selective, Mr. President.",ad hominem
"I think the greatest possibilities of our country, our dreams and our hopes, are out there just waiting for us to grab onto them.",appeal to emotion
"But I will promise you this with all the confidence in my heart and in the world, that I will do my best if I'm elected president, I'll work my heart out to get the big things right for the American people.",appeal to emotion
"I read a report, or a memo, from somebody in his 1988 campaign -- I forgot the fellow's name -- warning then Senator Gore to be careful about exaggerating claims. I thought during his debate with Senator Bradley saying he authored the EITC when it didn't happen.",appeal to (false) authority
"I think that what -- I think the point of that is that anybody would have a hard time trying to make a tax cut plan that is so large, that would put us into such big deficits, that gives almost half the benefits to the wealthiest of the wealthy.",slippery slope
I've never depended on powerful political figures to put me in office. I have a direct relationship with hundreds of people around - hundreds of thousands around the country who actively campaign for me.,appeal to (false) authority
"I think uh - the uh - increase and the uh - prospects as far as I'm concerned and the I - less favorable prospects for Governor Carter, reflect that Governor Carter uh - is inconsistent in many of the positions that he takes. He tends to distort on a number of occasions.",appeal to (false) authority
And it's now the smallest number that we have had since the -- the smallest in size since John Kennedy's administration.,appeal to (false) authority
That is a very happy ending to a terrible story. It's the end of a reign of terror.,appeal to emotion
It's the end of a reign of terror.,appeal to emotion
reign of terror,appeal to emotion
I think this is an opportunity for the United States to test President Putin of Russia.,appeal to emotion
the old guard,appeal to emotion
That is morally and socially unacceptable in a modern day economy.,appeal to emotion
We're treading water. We have families that are hurting. We have people who are unemployed. We have people with no property. We have an administration that is demolishing public housing in our inner cities and not providing anything else but more public housing.,appeal to emotion
"That's just unacceptable, and for Al Gore to keep suggesting that we can't afford to reduce the tax rates across-the-board on the American people and on the formation of the capital necessary to create the new jobs for America is just totally at odds with the experience of both Ronald Reagan, John F. Kennedy and other times in this century.",appeal to (false) authority
"Well, to say that this is the best economy in 30 years just staggers the imagination. We have a growth rate of the last four years of about two and a half percent. My friend Al Gore says it  's better than the Reagan years. It isn't.",appeal to (false) authority
such a sketchy deal,appeal to emotion
"That is a legitimate concern, this is a very important area.",appeal to emotion
enormous regard,appeal to emotion
"Secretary Bill Cohen, a good republican, and Gen. Shelton the chairman of the Joint Chiefs of Staff, will both tell you the American military is ready to meet any threat we may face in the world today.",appeal to (false) authority
"There's still fewer people in uniform today, but person-to-person, person-by-person, unit-by-unit, this is the most powerful and effective military, not only in the world today, but in the history of the world.",slippery slope
"And that will always be the case as long as the Communists are on the international scene, in the aggressive tac- uh - tendencies that they presently are following.",appeal to emotion
an offensive for the minds and hearts and souls of men,appeal to emotion
Governor Rockefeller has been far more critical in June of our position in the world than I have been.,appeal to (false) authority
"Now when they talk about our record here, it is well that they recognize that they have to stand up for their record as well.",ad hominem
"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.",appeal to emotion
"That was in an ad, Jim, that was knocked down by the journalists who analyzed the ad and said it was misleading.",appeal to (false) authority
Now you judge for yourselves whether or not that's fair.,appeal to (false) authority
"Now, because the governor has all this money for a tax cut mostly to the wealthy, there is no money left over, so schools get testing and lawsuit reform and not much else.",slippery slope
"I remember getting my future back from doctors and nurses and a doctor in Chicago named Dr. Kalikian . And ever since that time, I've tried to give something back to my country, to the people who are watching us tonight.",appeal to emotion
America is the greatest place on the face of the earth.,appeal to emotion
"But I do think we are right when we try to, for example, give mothers and newborns 48 hours before they can be kicked out of the hospital, ending these drive-by deliveries.",appeal to emotion
pure,appeal to emotion
unpolluted,appeal to emotion
horrible disease,appeal to emotion
the heads of many countries,appeal to (false) authority
"we’ll have another 200,000 Americans dead by the time",appeal to emotion
"dark winter, a dark winter",appeal to emotion
xenophobic,ad hominem
he is xenophobic,ad hominem
He has the ability to lock himself up.,ad hominem
he has this thing about living in a basement.,ad hominem
horrible,appeal to emotion
"we can’t close up our nation, or you’re not going to have a nation.",slippery slope
"You folks home will have an empty chair at the kitchen table this morning. That man or wife going to bed tonight and reaching over to try to touch their, out of habit, where their wife or husband was, is gone.",appeal to emotion
We’re dying with it,slippery slope
racist,ad hominem
"People are losing their jobs, they’re committing suicide. There’s depression, alcohol, drugs at a level that nobody’s ever seen before. There’s abuse, tremendous abuse.",appeal to emotion
"not that many of you are going to die, so don’t worry about it.",appeal to emotion
ghost town,appeal to emotion
my wonderful city,appeal to emotion
dying.,appeal to emotion
They’re all the United States.,appeal to emotion
They’re the red states.,appeal to emotion
"They are the states in the Midwest, they are the states in the upper Midwest, that’s where the spike is occurring significantly, but they’re all Americans.",appeal to emotion
"we have to protect our seniors, we have to protect our elderly, we have to protect, especially, our seniors with heart problems and diabetes problems, and we will protect them.",appeal to emotion
Democrat,ad hominem
tremendous amounts,appeal to emotion
"I could call the heads of Wall Street, the heads of every company in America, I would blow away every record.",slippery slope
you’re the one that takes the money from Wall Street,ad hominem
buddy,ad hominem
Russian pawn,ad hominem
while he was selling pillows and sheets,ad hominem
big man,ad hominem
terrible,appeal to emotion
I get treated worse than the Tea Party got treated,appeal to emotion
"A lot of people in there, deep down in the IRS, they treat me horribly",appeal to emotion
"I get treated very badly by the IRS, very unfairly",appeal to emotion
I was put through a phony witch hunt for three years,appeal to emotion
No president should ever have to go through what I went through,appeal to emotion
"18 angry Democrats, and FBI agents",appeal to (false) authority
"one, single, solitary thing was out of line",appeal to emotion
100% dishonest,ad hominem
vacuum cleaner,ad hominem
thugs,ad hominem
"You’re sitting at the kitchen table this morning deciding, well, we can’t get new tires, they’re bald, because we have to wait another month or so. Or are we going to be able to pay the mortgage? Who’s going to tell her, she can’t go back to community college?",appeal to emotion
thug,appeal to emotion
he left me a mess,appeal to emotion
They left me a mess.,appeal to emotion
"Obama would be – I think, the first to say — it was the single biggest problem, he thought, that our country had.",appeal to (false) authority
super predators,ad hominem
very liberal people that cried in my office–they cried in the Oval Office.,appeal to emotion
I love some of those guys,appeal to emotion
you did a poor job,ad hominem
innocent baby,appeal to emotion
baby,ad hominem
laptop from hell,ad hominem
This guy has a dog whistle about as big as a fog horn,ad hominem
pure drug offense,appeal to emotion
you’re all talk and no action,ad hominem
I’m not sure he knows what it represents or means,ad hominem
"little tiny, small",appeal to emotion
beautiful,appeal to emotion
he’s flat lying,ad hominem
That’s why so many people in my state were dying and getting cancer,appeal to emotion
Will you remember that Texas? Will you remember that Pennsylvania? Oklahoma? Ohio?,appeal to emotion
He will kill it.,appeal to emotion
enormous,appeal to emotion
The American people have a right to have a say in who the Supreme Court nominee is and that say occurs when they vote for United States Senators and when they vote for the President of United States.,appeal to emotion
"very powerfully, very strongly",appeal to emotion
"you’ve had 308,000 military people dying because you couldn’t provide them proper healthcare in the military",ad hominem
old buddy,ad hominem
liar,ad hominem
he doesn’t know how to do that,ad hominem
this man doesn’t know what he’s talking about.,ad hominem
American people should speak. You should go out and vote. You’re voting now. Vote and let your Senators know how strongly you feel.,appeal to emotion
You should get out of your bunker and get out of the sand trap in your golf course,ad hominem
"auci said, “President Trump saved thousands of lives.” Many of your Democrat Governors said, “President Trump did a phenomenal job.”",appeal to (false) authority
"people that would not be necessarily on my side said that, “President Trump did a phenomenal job.”",appeal to (false) authority
You don’t have it in your blood,ad hominem
How many of you got up this morning and had an empty chair at the kitchen table because someone died of COVID?,appeal to emotion
"How many of you are in a situation where you lost your mom or dad and you couldn’t even speak to them, you had a nurse holding a phone up so you could in fact say goodbye?",appeal to emotion
"A lot of people died and a lot more are going to die unless he gets a lot smarter, a lot quicker",appeal to emotion
You graduated either the lowest or almost the lowest in your class.,ad hominem
There’s nothing smart about you,ad hominem
irresponsible,ad hominem
He will destroy this country,appeal to emotion
sad thing,appeal to emotion
"you folks at home, you folks living in Scranton and Claymont and all the small towns and working class towns in America, how well are you doing",appeal to (false) authority
people of Ohio are very proud of me.,appeal to (false) authority
worst,appeal to emotion
art of the deal,appeal to emotion
art of the steal,appeal to emotion
